,tconst,pTitle,Year,runtimeMinutes,numVotes,wiki_key,Runtime_minutes,action,adventure,animation,biographical,comedy,crime,drama,documentary,fantasy,historical,horror,musical,mystery,romance,science_fiction,sport,thriller,war,western,academy_award,bafta,United_States,India,United_Kingdom,Canada,English,French,Japanese,Italian,Spanish,Budget,Budget_cleaned,Box_office,Box_office_cleaned,profit_pc,missing_finances
4950,tt0356764,the job,2003,86,1023.0,The_Italian_Job_(2003_film),111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$60 million[3]""",60000000.0,"""$176.1 million[3]""",176100000.0,193.5,0
4951,tt0358273,walk the line,2005,136,243395.0,Walk_the_Line,136,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,"""$28 million[1]""",28000000.0,"""$186.8 million[1]""",186800000.0,567.1428571428572,0
4952,tt0359045,bear cub,2004,100,,Bear_Cub,98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,"""$389,486[1]""",389486.0,0.0,1
4953,tt0359950,the secret life of walter mitty,2013,114,306014.0,The_Secret_Life_of_Walter_Mitty_(2013_film),114,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$90 million[5]""",90000000.0,"""$188.3 million[6]""",188300000.0,109.22222222222224,0
4954,tt0360216,the year of the yao,2004,88,,The_Year_of_the_Yao,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$38,585""",38585.0,0.0,1
4955,tt0360717,king kong,2005,187,409833.0,King_Kong_(2005_film),188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,"""$207 million[2]""",207000000.0,"""$556.9 million[2]""",556900000.0,169.0338164251208,0
4956,tt0360960,shadows of time,2004,122,1114.0,Shadows_of_Time,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,"""$41,874""",41874.0,0.0,1
4957,tt0361596,fahrenheit 911,2004,122,128496.0,Fahrenheit_9/11,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$6 million[1]""",6000000.0,"""$222.4 million[1]""",222400000.0,3606.666666666667,0
4958,tt0361925,welcome to mooseport,2004,110,12599.0,Welcome_to_Mooseport,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$30 million[2]""",30000000.0,"""$14.6 million[2]""",14600000.0,-51.33333333333333,0
4959,tt0362165,son of the mask,2005,94,55030.0,Son_of_the_Mask,94,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$84–100 million[2][4]""",84000000.0,"""$59.9 million[4]""",59900000.0,-28.69047619047619,0
4960,tt0362270,the life aquatic with steve zissou,2004,119,189780.0,The_Life_Aquatic_with_Steve_Zissou,118,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$50 million""",50000000.0,"""$34.8 million""",34800000.0,-30.400000000000006,0
4961,tt0363226,the blind swordsman zatoichi,2003,116,48820.0,Zatōichi_(2003_film),116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,"""$32.3 million[1]""",32299999.999999996,0.0,1
4962,tt0363589,elephant,2003,81,89186.0,Elephant_(2003_film),81,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$3 million[1]""",3000000.0,"""$10 million[2]""",10000000.0,233.33333333333334,0
4963,tt0366627,the jacket,2005,103,111491.0,The_Jacket,103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$28.5 million[2]""",28500000.0,"""$21.1 million[3]""",21100000.0,-25.964912280701757,0
4964,tt0366721,trilogy the weeping meadow,2004,170,4670.0,Trilogy:_The_Weeping_Meadow,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,"""$64,424[6][7]""",64424.0,0.0,1
4965,tt0366905,pippi longstocking,1969,100,4551.0,Pippi_Longstocking_(1969_film),100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
4966,tt0367089,the squid and the whale,2005,81,81799.0,The_Squid_and_the_Whale,81,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$1.5 million[2]""",1500000.0,"""$11.2 million[2]""",11200000.0,646.6666666666666,0
4967,tt0367631,debs,2004,91,15561.0,D.E.B.S._(2004_film),92,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$3.5 million[2]""",3500000.0,"""$97,446[3]""",97446.0,-97.21582857142857,0
4968,tt0368563,possession,2009,90,7621.0,Possession_(2009_film),90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$682,173[1]""",682173.0,0.0,1
4969,tt0368658,stage beauty,2004,106,10285.0,Stage_Beauty,109,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0.0,"""$2.2 million""",2200000.0,0.0,1
4970,tt0368913,osama,2003,83,8995.0,Osama_(film),83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""$46,000[2]""",46000.0,"""$3,888,902[2]""",3888902.0,8354.134782608697,0
4971,tt0368962,mirage,2004,107,,Mirage_(2004_film),107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
4972,tt0369226,alone in the dark,2005,99,,Alone_in_the_Dark_(2005_film),96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"""$20 million[2]""",20000000.0,"""$12.7 million[2]""",12700000.0,-36.5,0
4973,tt0369359,dead meat,2004,80,2270.0,Dead_Meat_(film),80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""€110,000[citation needed]""",110000.0,,0.0,0.0,1
4974,tt0370082,wishing stairs,2003,100,3101.0,Wishing_Stairs,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
4975,tt0370263,alien vs predator,2004,101,192081.0,Alien_vs._Predator_(film),100,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,"""$60–70 million[7][8]""",60000000.0,"""$177.4 million[7]""",177400000.0,195.66666666666666,0
4976,tt0372279,festival express,2003,90,2274.0,Festival_Express,90,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
4977,tt0372303,the confessor,2004,91,1443.0,The_Confessor_(film),91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0.0,,0.0,0.0,1
4978,tt0373445,the wendell baker story,2005,99,5787.0,The_Wendell_Baker_Story,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$8 million[1]""",8000000.0,"""$153,169[2]""",153169.0,-98.0853875,0
4979,tt0373469,kiss kiss bang bang,2005,103,222213.0,Kiss_Kiss_Bang_Bang,103,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$15 million[2]""",15000000.0,"""$15.8 million[2]""",15800000.0,5.333333333333323,0
4980,tt0373861,the story of the weeping camel,2003,93,,The_Story_of_the_Weeping_Camel,87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,"""$9,328,652[1]""",9328652.0,0.0,1
4981,tt0373889,harry potter and the order of the phoenix,2007,138,542852.0,Harry_Potter_and_the_Order_of_the_Phoenix_(film),138,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,"""$150–200 million[4][5]""",150000000.0,"""$942.2 million[6]""",942200000.0,528.1333333333333,0
4982,tt0374089,nomad the warrior,2005,112,3837.0,Nomad_(2005_film),112,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""N/A[1]""",0.0,"""$3,088,685[2]""",3088685.0,0.0,1
4983,tt0374853,malice in wonderland,2009,87,3180.0,Malice_in_Wonderland_(2009_film),87,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
4984,tt0375785,gray matters,2006,96,7023.0,Gray_Matters_(2006_film),96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$944,479[3]""",944479.0,0.0,1
4985,tt0376105,racing stripes,2005,102,16803.0,Racing_Stripes,101,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$30 million""",30000000.0,"""$90.8 million[1]""",90800000.0,202.66666666666669,0
4986,tt0377713,cube zero,2004,97,39597.0,Cube_Zero,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,0.0,,0.0,0.0,1
4987,tt0377752,dear frankie,2004,105,21619.0,Dear_Frankie,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,"""$2,980,136""",2980136.0,0.0,1
4988,tt0378194,kill bill vol 2,2004,137,721266.0,Kill_Bill:_Volume_2,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$30 million[3]""",30000000.0,"""$152.2 million[3]""",152200000.0,407.3333333333333,0
4989,tt0378284,machuca,2004,116,11834.0,Machuca,121,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,,0.0,"""$3,187,700 (worldwide)[1]""",3187700.0,0.0,1
4990,tt0378417,night of the living dorks,2004,89,2729.0,Night_of_the_Living_Dorks,89,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
4991,tt0379217,coffee and cigarettes,2003,95,62057.0,Coffee_and_Cigarettes,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0.0,"""$7.9 million[1]""",7900000.0,0.0,1
4992,tt0379370,maqbool,2003,132,10487.0,Maqbool,132,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
4993,tt0379557,touching the void,2003,106,35097.0,Touching_the_Void_(film),106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,"""£2m""",2.0,"""$13,885,802""",13885802.0,694290000.0,1
4994,tt0379730,charlie the life and art of charles chaplin,2003,132,1368.0,Charlie:_The_Life_and_Art_of_Charles_Chaplin,132,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
4995,tt0380615,paper clips,2004,82,1725.0,Paper_Clips_(film),84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$1.2 million[1]""",1200000.0,0.0,1
4996,tt0381061,casino royale,2006,144,630495.0,Casino_Royale_(2006_film),144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,"""$102[3]-150 million[4]""",102150000000.0,"""$616 million[4]""",616000000.0,-99.3969652471855,1
4997,tt0381681,before sunset,2004,80,250751.0,Before_Sunset,80,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$2–2.7 million[2][3]""",2000000.0,"""$15.8 million[3]""",15800000.0,690.0,0
4998,tt0381682,a hole in my heart,2004,98,4825.0,A_Hole_in_My_Heart,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
4999,tt0381966,creep,2004,85,29331.0,Creep_(2004_film),85,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,"""£1.7 million""",1700000.0,0.0,1
5000,tt0382330,as it is in heaven,2004,133,17026.0,As_It_Is_in_Heaven,132,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""SEK 25,000,000 ≈   US$3,700,000""",250000003700000.0,"""$18,328,469[2]""",18328469.0,-99.99999266861252,1
5001,tt0383574,pirates of the caribbean dead mans chest,2006,151,681807.0,Pirates_of_the_Caribbean:_Dead_Man's_Chest,150,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,"""$225 million[2]""",225000000.0,"""$1.066 billion[2]""",1066000000.0,373.77777777777777,0
5002,tt0384488,saint ralph,2004,98,6019.0,Saint_Ralph,98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0.0,"""$1,410,952[1]""",1410952.0,0.0,1
5003,tt0384642,kicking  screaming,2005,95,37457.0,Kicking_&_Screaming_(2005_film),95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$45 million[1]""",45000000.0,"""$56.1 million[1]""",56100000.0,24.666666666666657,0
5004,tt0386504,haven,2004,115,6629.0,Haven_(film),99,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
5005,tt0386751,the river king,2005,99,3620.0,King_Kong_(2005_film),188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,"""$207 million[2]""",207000000.0,"""$556.9 million[2]""",556900000.0,169.0338164251208,0
5006,tt0386820,the trouble with terkel,2004,77,10523.0,Terkel_in_Trouble,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""10 million kr.[1][2]  ($1.6 million)""",10000000.0,"""17.9 million kr.[3]  ($2.9 million)""",0.0,0.0,1
5007,tt0387564,saw,2004,103,,Saw_(film),103,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$1 million–$1.2 million""",1000000.0,"""$103.9 million[2]""",103900000.0,10290.0,0
5008,tt0388139,its all gone pete tong,2004,90,19820.0,It's_All_Gone_Pete_Tong,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"""$2,000,000""",2000000.0,"""$2,226,603""",2226603.0,11.330149999999994,0
5009,tt0388154,mickybo and me,2004,95,,Mickybo_and_Me,95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"""$5 million[1]""",5000000.0,"""£172,336""",172336.0,-96.55328,0
5010,tt0388473,tokyo godfathers,2003,90,35391.0,Tokyo_Godfathers,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""$2.4 million[1]""",2400000.0,"""$847,106[2]""",847106.0,-64.70391666666666,0
5011,tt0388795,brokeback mountain,2005,134,342121.0,Brokeback_Mountain,134,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,"""$14 million[2]""",14000000.0,"""$178 million[2]""",178000000.0,1171.4285714285713,0
5012,tt0389557,black book,2006,145,,Black_Book_(film),146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,"""$21 million[1]""",21000000.0,"""$27 million[1]""",27000000.0,28.57142857142858,0
5013,tt0389957,edison,2005,99,15293.0,Edison_(film),97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$25 million[1][2]""",25000000.0,"""$4,143,414[3]""",4143414.0,-83.426344,0
5014,tt0390080,harry  max,2004,74,1068.0,Harry_+_Max,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
5015,tt0390450,blessed,2004,94,2204.0,Blessed_(2004_film),98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
5016,tt0391024,control room,2004,84,5125.0,Control_Room_(film),86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$60,000[1]""",60000.0,"""$2.7 million[2]""",2700000.0,4400.0,0
5017,tt0393567,the other side,2006,92,1471.0,The_Other_Side_(2006_film),95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
5018,tt0396271,when will i be loved,2004,81,3352.0,When_Will_I_Be_Loved_(film),81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""159,429 $[1]""",159429.0,0.0,1
5019,tt0397044,blood and chocolate,2007,98,17625.0,Blood_&_Chocolate_(film),98,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"""$15 million""",15000000.0,"""$6.3 million[1]""",6300000.0,-58.00000000000001,0
5020,tt0397065,house of wax,2005,113,120931.0,House_of_Wax_(2005_film),113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$40 million[2]""",40000000.0,"""$70.1 million[3]""",70100000.0,75.25,0
5021,tt0397535,memoirs of a geisha,2005,145,144396.0,Memoirs_of_a_Geisha_(film),145,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,"""$85 million""",85000000.0,"""$162.2 million""",162200000.0,90.8235294117647,0
5022,tt0401711,paris je taime,2006,120,71851.0,"Paris,_je_t'aime",120,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"""$13 million[4]""",13000000.0,"""$17.5 million[1]""",17500000.0,34.61538461538463,0
5023,tt0401792,sin city,2005,124,,Sin_City_(film),124,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$40 million[2]""",40000000.0,"""$158.7 million[2]""",158700000.0,296.75,0
5024,tt0401815,tamara,2005,98,10136.0,Tamara_(2005_film),94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"""$3.5 million[1]""",3500000.0,"""$206,871[1]""",206871.0,-94.0894,0
5025,tt0402057,beowulf  grendel,2005,104,17877.0,Beowulf_&_Grendel,102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0.0,,0.0,0.0,1
5026,tt0402230,the great new wonderful,2005,88,1492.0,The_Great_New_Wonderful,88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$500,000[1]""",500000.0,"""$172,055[1]""",172055.0,-65.589,0
5027,tt0402743,abominable,2006,94,4442.0,Abominable_(2006_film),94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
5028,tt0403016,supercross,2005,80,4656.0,Supercross_(film),80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$30 million""",30000000.0,"""$3,344,431[1]""",3344431.0,-88.85189666666666,0
5029,tt0404163,even money,2006,113,4502.0,Even_Money_(film),,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$111,974""",111974.0,0.0,1
5030,tt0405159,million dollar baby,2004,132,663088.0,Million_Dollar_Baby,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,"""$30 million[1][2]""",30000000.0,"""$216.8 million[3]""",216800000.0,622.6666666666666,0
5031,tt0407236,lunacy,2005,118,3671.0,Lunacy_(film),118,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""50 million CZK[1]""",50000000.0,"""$133,982[2]""",133982.0,-99.73203600000001,1
5032,tt0407265,transamerica,2005,103,41032.0,Transamerica_(film),103,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$1 million""",1000000.0,"""$15.2 million""",15200000.0,1420.0,0
5033,tt0407708,enter the phoenix,2004,104,1073.0,Enter_the_Phoenix,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
5034,tt0408236,sweeney todd the demon barber of fleet street,2007,116,356803.0,Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film),116,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,"""$50 million[3][6]""",50000000.0,"""$153.4 million[3]""",153400000.0,206.8,0
5035,tt0408664,nobody knows,2004,141,26701.0,Nobody_Knows_(2004_film),141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,"""US$2,265,264[1]""",2265264.0,0.0,1
5036,tt0408777,the edukators,2004,127,31397.0,The_Edukators,127,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,"""US$8.1 million""",8100000.0,0.0,1
5037,tt0409182,poseidon,2006,98,,Poseidon_(film),98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$160 million""",160000000.0,"""$181.7 million[1]""",181700000.0,13.56250000000001,0
5038,tt0410407,orwell rolls in his grave,2003,84,1131.0,Orwell_Rolls_in_His_Grave,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
5039,tt0411061,88 minutes,2007,108,75354.0,88_Minutes,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,"""$30 million[3]""",30000000.0,"""$32.6 million [4]""",32600000.0,8.666666666666668,0
5040,tt0411195,breakfast on pluto,2005,128,21968.0,Breakfast_on_Pluto_(film),129,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,"""$3.9 million[2]""",3900000.0,0.0,1
5041,tt0411674,mondovino,2004,135,1455.0,Mondovino,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,0.0,,0.0,0.0,1
5042,tt0414387,pride  prejudice,2005,129,277660.0,Pride_&_Prejudice_(2005_film),127,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"""$28 million[3]""",28000000.0,"""$121.6 million[4]""",121600000.0,334.2857142857143,0
5043,tt0415160,minotaur,2006,93,4729.0,Minotaur_(film),93,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"""$7,000,000 (US)""",7000000.0,,0.0,0.0,1
5044,tt0415978,me and you and everyone we know,2005,91,36074.0,Me_and_You_and_Everyone_We_Know,91,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$800,000""",800000.0,"""$8 million[1]""",8000000.0,900.0,0
5045,tt0416320,match point,2005,124,213190.0,Match_Point,124,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,"""$15 million""",15000000.0,"""$85.3 million[4]""",85300000.0,468.66666666666663,0
5046,tt0417385,12 and holding,2005,95,6878.0,12_and_Holding,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$119,195[2]""",119195.0,0.0,1
5047,tt0420260,tony takitani,2004,105,4481.0,Tony_Takitani,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,,0.0,0.0,1
5048,tt0420757,man about town,2006,96,7884.0,Man_About_Town_(2006_film),100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
5049,tt0420966,wounded love,2004,143,2449.0,Man_on_Fire_(2004_film),146,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,"""$60–70 million[2][3]""",60000000.0,"""$130.3 million""",130300000.00000001,117.16666666666669,0
5050,tt0421054,domino,2005,127,66212.0,Domino_(2005_film),127,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,"""$50 million[3]""",50000000.0,"""$23.5 million[3]""",23500000.0,-53.0,0
5051,tt0422015,the ax,2005,117,7901.0,The_Axe_(film),162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"""$5.4 million[3]""",5400000.0,"""$4.9 million[3]""",4900000.0,-9.259259259259256,0
