,tconst,pTitle,Year,runtimeMinutes,numVotes,wiki_key,Runtime_minutes,action,adventure,animation,biographical,comedy,crime,drama,documentary,fantasy,historical,horror,musical,mystery,romance,science_fiction,sport,thriller,war,western,academy_award,bafta,United_States,India,United_Kingdom,Canada,English,French,Japanese,Italian,Spanish,Budget,Budget_cleaned,Box_office,Box_office_cleaned,profit_pc,missing_finances
997,tt0068716,tower of evil,1972,89,1653.0,Tower_of_Evil,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"""$400,000 est.""",400000.0,,0.0,0.0,1
998,tt0068767,fist of fury,1972,106,29176.0,Fist_of_Fury,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""US$100,000[1]""",100000.0,"""US$100 million[2]""",100000000.0,99900.0,0
999,tt0068897,the magnificent seven ride,1972,100,,The_Magnificent_Seven_Ride!,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"""$3 million""",3000000.0,,0.0,0.0,1
1000,tt0068918,manson,1973,83,1003.0,Manson_(film),83,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1001,tt0068935,the way of the dragon,1972,99,35727.0,The_Way_of_the_Dragon,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""US$130,000[2]""",130000.0,"""US$130 million[3]""",130000000.0,99900.0,0
1002,tt0069005,night of the lepus,1972,88,4859.0,Night_of_the_Lepus,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1003,tt0069024,nothing but the night,1973,90,1741.0,Nothing_but_the_Night,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1004,tt0069035,the new land,1972,202,4390.0,The_New_Land_(1972_film),202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1005,tt0069090,pink floyd live at pompeii,1972,92,9041.0,Pink_Floyd:_Live_at_Pompeii,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1006,tt0069097,play it again sam,1972,85,25890.0,"Play_It_Again,_Sam_(film)",87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1007,tt0069172,reminiscences of a journey to lithuania,1972,88,,Reminiscences_of_a_Journey_to_Lithuania,88,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1008,tt0069278,skyjacked,1972,101,1968.0,Skyjacked_(film),101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$1.7 million[1]""",1700000.0,"""$6.55 million (rentals)[2]""",6550000.0,285.29411764705884,0
1009,tt0069281,sleuth,1972,138,46745.0,Sleuth_(1972_film),138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,"""$3.5 million[3]""",3500000.0,"""$5,750,000 (rentals)[4]""",5750000.0,64.28571428571428,0
1010,tt0069289,snoopy come home,1972,81,4537.0,Snoopy_Come_Home,80,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$1 million""",1000000.0,"""$245,073[citation needed]""",245073.0,-75.4927,0
1011,tt0069303,sounder,1972,105,3997.0,Sounder_(film),105,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$1.9 million[2]""",1900000.0,"""$16.9 million[3]""",16900000.0,789.4736842105264,0
1012,tt0069318,straight on till morning,1972,96,1187.0,Straight_On_till_Morning_(film),96,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1013,tt0069400,trafic,1971,96,6355.0,Trafic,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0.0,,0.0,0.0,1
1014,tt0069436,ulzanas raid,1972,103,5591.0,Ulzana's_Raid,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,"""$2.8 million[1]""",2800000.0,"""414,559 admissions (France)[2]""",414559.0,-85.19432142857143,0
1015,tt0069449,up the sandbox,1972,97,1434.0,Up_the_Sandbox,97,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$2,926,000[1]""",2926000.0,"""$3,500,000 (rentals)[2]""",3500000.0,19.61722488038278,0
1016,tt0069452,walter defends sarajevo,1972,133,2487.0,Walter_Defends_Sarajevo,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1017,tt0069464,virgin witch,1972,88,1215.0,Virgin_Witch,88,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1018,tt0069729,the arena,1974,90,1687.0,The_Arena_(1974_film),83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$75,000[1]""",75000.0,,0.0,0.0,1
1019,tt0069762,badlands,1973,94,70519.0,Badlands_(film),93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$300,000 (estimated)""",300000.0,,0.0,0.0,1
1020,tt0069810,bobby,1973,168,,Bobby_(1973_film),169,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,"""est. 31 crore[1]""",310000000.0,0.0,1
1021,tt0069824,brother sun sister moon,1972,135,4423.0,"Brother_Sun,_Sister_Moon",135,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,"""$1,200,000 (US/ Canada rentals)[1]""",1200000.0,0.0,1
1022,tt0069865,charley varrick,1973,111,11811.0,Charley_Varrick,111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1023,tt0069995,dont look now,1973,110,53742.0,Don't_Look_Now,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"""£566,501 ($1.3 million)""",566501000000.0,,0.0,0.0,1
1024,tt0070040,the spirit of the beehive,1973,98,17937.0,The_Spirit_of_the_Beehive,97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,,0.0,0.0,1
1025,tt0070061,love  anarchy,1973,124,2892.0,Love_and_Anarchy,120,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,,0.0,0.0,1
1026,tt0070077,the friends of eddie coyle,1973,102,10034.0,The_Friends_of_Eddie_Coyle,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1027,tt0070136,the great ecstasy of woodcarver steiner,1974,45,2488.0,The_Great_Ecstasy_of_Woodcarver_Steiner,45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""DEM 72.000 (estimated)""",72.0,,0.0,0.0,1
1028,tt0070190,horror hospital,1973,90,1549.0,Horror_Hospital,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1029,tt0070212,the iceman cometh,1973,239,1580.0,The_Iceman_Cometh_(1973_film),239,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$800,000[2]""",800000.0,,0.0,0.0,1
1030,tt0070217,the illumination,1973,91,1578.0,The_Illumination,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1031,tt0070222,invasion of the bee girls,1973,86,2717.0,Invasion_of_the_Bee_Girls,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1032,tt0070246,battles without honor and humanity,1973,99,3635.0,Battles_Without_Honor_and_Humanity_(film),99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,,0.0,0.0,1
1033,tt0070291,the last of sheila,1973,120,6068.0,The_Last_of_Sheila,120,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$2 million[2]""",2000000.0,"""$2,200,000 (US/ Canada rentals)[3]""",2200000.0,10.000000000000009,0
1034,tt0070359,the mother and the whore,1973,217,5356.0,The_Mother_and_the_Whore,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"""700,000 francs""",700000.0,"""$44,050[1]""",44050.0,-93.70714285714286,0
1035,tt0070379,mean streets,1973,112,105717.0,Mean_Streets,112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,"""$650,000""",650000.0,"""$3 million[2]""",3000000.0,361.5384615384615,0
1036,tt0070438,the neptune factor,1973,98,1003.0,The_Neptune_Factor,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"""$2.5 million[2]""",2500000.0,"""$2,750,000 (US/ Canada)[3]""",2750000.0,10.000000000000009,0
1037,tt0070439,unbelievable adventures of italians in russia,1974,104,5541.0,Unbelievable_Adventures_of_Italians_in_Russia,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"""49,200,000 Rbls""",49200000.0,,0.0,0.0,1
1038,tt0070463,new mischief by emil,1972,95,2490.0,New_Mischief_by_Emil,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1039,tt0070464,o lucky man,1973,178,8065.0,O_Lucky_Man!,184,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1040,tt0070509,the paper chase,1973,113,7653.0,The_Paper_Chase_(film),111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,,0.0,"""$3.6 million[1]""",3600000.0,0.0,1
1041,tt0070537,pigs,1973,80,1230.0,Pigs_(1973_film),80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1042,tt0070641,slap the monster on page one,1972,86,1260.0,Slap_the_Monster_on_Page_One,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,,0.0,0.0,1
1043,tt0070666,serpico,1973,130,117991.0,Serpico,130,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$3.3 million[2]""",3300000.0,"""$23.4 million[3] to $29.8 million[4]""",0.0,0.0,1
1044,tt0070679,shaft in africa,1973,112,,Shaft_in_Africa,112,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$1.5 million[2]""",1500000.0,"""$1 million (US/Canada rentals)[3]""",1000000.0,-33.333333333333336,0
1045,tt0070694,silent night bloody night,1972,81,4179.0,"Silent_Night,_Bloody_Night",83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$295,000[1]""",295000.0,,0.0,0.0,1
1046,tt0070696,the sinful dwarf,1973,95,1486.0,The_Sinful_Dwarf,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1047,tt0070707,sleeper,1973,89,42397.0,Sleeper_(1973_film),87,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$2 million[1]""",2000000.0,"""$18.3 million[1]""",18300000.0,815.0,0
1048,tt0070735,the sting,1973,129,,The_Sting,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,"""$5.5 million[1]""",5500000.0,"""$257 million""",257000000.0,4572.727272727273,0
1049,tt0070820,journey of the hyena,1973,85,3022.0,Touki_Bouki,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""$30,000""",30000.0,,0.0,0.0,1
1050,tt0070842,turkish delight,1973,108,10696.0,Turkish_Delight_(1973_film),108,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""€365,000""",365000.0,,0.0,0.0,1
1051,tt0070903,the way we were,1973,118,24093.0,The_Way_We_Were,118,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,"""$5 million""",5000000.0,"""$50 million[1]""",50000000.0,900.0,0
1052,tt0070935,procession of memories,1973,164,1972.0,Yaadon_Ki_Baaraat,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,"""₹55 million ($7.1 million)""",55000000.0,0.0,1
1053,tt0071194,the bank shot,1974,83,1020.0,Bank_Shot,83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1054,tt0071198,the bat people,1974,93,2475.0,The_Bat_People,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1055,tt0071216,big bad mama,1974,84,,Big_Bad_Mama,83,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$400,000[1] or $750,000[2]""",400000750000.0,"""$4 million[3]""",4000000.0,-99.99900000187499,1
1056,tt0071230,blazing saddles,1974,93,133304.0,Blazing_Saddles,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,"""$2.6 million""",2600000.0,"""$119.6 million[3]""",119600000.0,4500.0,0
1057,tt0071269,california split,1974,108,6638.0,California_Split,108,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$5 million (US/Canada) (rentals)[1]""",5000000.0,0.0,1
1058,tt0071359,immoral tales,1973,103,4469.0,Immoral_Tales_(film),105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,,0.0,0.0,1
1059,tt0071455,earthquake,1974,122,15769.0,Earthquake_(1974_film),123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,"""$6,675,125""",6675125.0,"""$167.4 million""",167400000.0,2407.81820565158,0
1060,tt0071464,emmanuelle,1974,94,,Emmanuelle_(1974_film),94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,"""8.9 million admissions (France)  $20.2 million (overseas)""",8900000.0,0.0,1
1061,tt0071532,the gambler,1974,111,4984.0,The_Gambler_(1974_film),111,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1062,tt0071622,the clockmaker of st paul,1974,105,2407.0,The_Clockmaker,105,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,"""$7.4 million[1]""",7400000.0,0.0,1
1063,tt0071691,the enigma of kaspar hauser,1974,110,17319.0,The_Enigma_of_Kaspar_Hauser,109,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1064,tt0071733,lacombe lucien,1974,138,,"Lacombe,_Lucien",138,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,0.0,"""$13.1 million[3]""",13100000.0,0.0,1
1065,tt0071853,monty python and the holy grail,1975,91,522043.0,Monty_Python_and_the_Holy_Grail,92,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"""£282,035[2]""",282035.0,"""£2,358,229 (1975 run)[2]$5,507,090 (rereleases)[3]""",2358229.0,736.1476412501995,0
1066,tt0071859,the traveler,1974,83,1653.0,The_Traveler_(1974_film),71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1067,tt0071908,a jungle book of regulations,1974,91,1091.0,A_Jungle_Book_of_Regulations,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1068,tt0071956,written off,1974,88,1214.0,The_Longest_Yard_(1974_film),121,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$2.9 million[2]""",2900000.0,"""$43 million[3]""",43000000.0,1382.7586206896551,0
1069,tt0071994,phantom of the paradise,1974,91,,Phantom_of_the_Paradise,91,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$1.3 million""",1300000.0,,0.0,0.0,1
1070,tt0072030,cousin angelica,1974,107,1015.0,La_prima_Angélica,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,,0.0,0.0,1
1071,tt0072317,the trial of billy jack,1974,170,1350.0,The_Trial_of_Billy_Jack,173,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$2.5 million[1]""",2500000.0,,0.0,0.0,1
1072,tt0072368,vincent francois paul and the others,1974,118,2363.0,"Vincent,_François,_Paul_and_the_Others",113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,,0.0,0.0,1
1073,tt0072443,mirror,1975,107,44118.0,Mirror_(film),106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"""622,000 Rbls[2]""",622000.0,,0.0,0.0,1
1074,tt0072613,afonya,1975,92,3977.0,Afonya,92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,"""$21.3 million""",21300000.0,0.0,1
1075,tt0072685,the battle of chile part i,1975,97,1348.0,The_Battle_of_Chile,263,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,,0.0,0.0,1
1076,tt0072750,bug,1975,99,,Bug_(1975_film),99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$3,602,023""",3602023.0,0.0,1
1077,tt0072752,the beast,1975,98,4656.0,La_Bête_(film),98,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1078,tt0072761,capone,1975,101,2851.0,Capone_(1975_film),101,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$970,000[2]""",970000.0,"""$2 million[3]""",2000000.0,106.18556701030926,0
1079,tt0072783,chupke chupke,1975,146,12259.0,Chupke_Chupke_(film),127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1080,tt0072820,cooley high,1975,107,4623.0,Cooley_High,107,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$750,000[1]""",750000.0,"""$13 million[2][3] or $2.6 million[4]""",132600000.0,17580.0,0
1081,tt0072869,the devils rain,1975,86,4036.0,The_Devil's_Rain_(film),85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,"""$1.8 million[2]""",1800000.0,0.0,1
1082,tt0072886,doc savage the man of bronze,1975,112,1885.0,Doc_Savage:_The_Man_of_Bronze,112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1083,tt0072930,black emanuelle,1975,96,1395.0,Black_Emanuelle,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,,0.0,0.0,1
1084,tt0072931,emil and the piglet,1973,97,2639.0,Emil_and_the_Piglet,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1085,tt0072934,a pain in the ass,1973,85,3125.0,L'emmerdeur,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,"""$25.2 million[1]""",25200000.0,0.0,1
1086,tt0072973,farewell my lovely,1975,95,7948.0,"Farewell,_My_Lovely_(1975_film)",95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$2.5 million[1]""",2500000.0,"""$2 million[2]""",2000000.0,-19.999999999999996,0
1087,tt0072979,female trouble,1974,89,8991.0,Female_Trouble,97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$25,000""",25000.0,,0.0,0.0,1
1088,tt0073000,the pinchcliffe grand prix,1975,88,13014.0,The_Pinchcliffe_Grand_Prix,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,"""$6,439,069[citation needed]""",6439069.0,0.0,1
1089,tt0073017,barbed wire dolls,1976,90,1237.0,Frauengefängnis,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,,0.0,0.0,1
1090,tt0073042,the ghoul,1975,88,1640.0,The_Ghoul_(1975_film),93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1091,tt0073043,the giant spider invasion,1975,84,4115.0,The_Giant_Spider_Invasion,84,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$300,000[2]""",300000.0,"""$15 million[3] or $2,347,000[4]""",152347000000000.0,50782333233.33333,1
1092,tt0073152,kings of the road,1976,175,5612.0,Kings_of_the_Road,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1093,tt0073155,that most important thing love,1975,109,3769.0,That_Most_Important_Thing:_Love,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,,0.0,0.0,1
1094,tt0073221,just before nightfall,1971,106,1994.0,Just_Before_Nightfall,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,,0.0,0.0,1
1095,tt0073312,love and death,1975,85,37705.0,Love_and_Death,85,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"""$3 million""",3000000.0,"""$20.1 million[2]""",20100000.0,570.0,0
1096,tt0073317,lucky lady,1975,118,1199.0,Lucky_Lady,118,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"""$12.1 million[1][2]""",12100000.0,"""$24.4 million[3]""",24400000.0,101.65289256198346,0
1097,tt0073345,the man in the glass booth,1975,117,1227.0,The_Man_in_the_Glass_Booth,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,0.0,,0.0,0.0,1
1098,tt0073424,mother kusters goes to heaven,1975,120,1895.0,Mother_Küsters'_Trip_to_Heaven,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,1
1099,tt0073470,strip nude for your killer,1975,98,2444.0,Nude_per_l'assassino,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,,0.0,0.0,1
1100,tt0073502,overlord,1975,83,2878.0,Overlord_(1975_film),84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"""£89,951[2]""",89951.0,"""£41,007[2]""",41007.0,-54.41184644973374,0
1101,tt0073540,picnic at hanging rock,1975,115,36188.0,Picnic_at_Hanging_Rock_(film),115,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""A$443,000[1]""",443000.0,"""A$5.12 million (Australia)""",5120000.0,1055.7562076749437,0
1102,tt0073582,deep red,1975,127,36146.0,Deep_Red,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,"""₤3,709 billion (Italy) $629,903 (United States)""",3709000000000.0,0.0,1
